VentaID,LineaID,FechaVenta,ProductoID,TiendaID,ClienteID,CanalID,EmpleadoID,MetodoPagoID,Cantidad,PrecioUnitario,CostoUnitario
V00253,4,26/12/2024,P062,T013,C0395,CH01,E059,MP01,8,151.69,83.25
V00254,1,25/07/2025,P059,T001,C0395,CH03,E000,MP03,3,285.07,127.52
V00255,1,28/03/2025,P082,T009,C0579,CH02,E000,MP02,7,376.99,194.9
V00255,2,28/03/2025,P105,T009,C0184,CH02,E000,MP02,9,451.15,281.71
V00256,1,26/03/2024,P040,T013,C0562,CH03,E000,MP01,3,27.03,11.73
V00257,1,02/12/2023,P007,T001,C0494,CH02,E000,MP01,4,226.8,143.97
V00257,2,02/12/2023,P128,T005,C0304,CH02,E000,MP01,3,178.43,132.32
V00258,1,25/09/2023,P040,T021,C0928,CH03,E000,MP03,7,670.63,285.79
V00258,2,25/09/2023,P126,T009,C0528,CH03,E000,MP02,2,401.45,169.81
V00258,3,25/09/2023,P054,T005,C0304,CH03,E000,MP02,9,304.05,143.09
V00259,1,16/02/2024,P002,T001,C0784,CH02,E000,MP02,3,309.22,222.4
V00259,2,16/02/2024,P100,T001,C0938,CH02,E000,MP02,1,380.49,166.75
V00259,3,16/02/2024,P007,T013,C0154,CH02,E000,MP02,4,395.71,262.41
V00260,1,22/12/2024,P100,T009,C0940,CH01,E032,MP02,2,494.66,198.37
V00260,2,22/12/2024,P123,T021,C0046,CH01,E032,MP02,10,161.57,115.16
V00261,1,15/11/2023,P117,T001,C0579,CH02,E000,MP03,9,326.94,186.76
V00261,2,15/11/2023,P126,T001,C0304,CH02,E000,MP02,3,17.64,9.29
V00261,3,15/11/2023,P143,T001,C0982,CH02,E000,MP01,6,345.89,145.82
V00261,4,15/11/2023,P123,T001,C0562,CH02,E000,MP02,2,437.54,196.5
V00262,1,03/09/2023,P038,T010,C0865,CH02,E000,MP02,3,26.94,13.43
V00262,2,03/09/2023,P115,T013,C0658,CH02,E000,MP02,8,530.33,246.64
V00262,3,03/09/2023,P038,T013,C0882,CH02,E000,MP02,8,255.54,122.15
V00262,4,03/09/2023,P100,T021,C0973,CH02,E000,MP02,1,624.27,268.4
V00263,1,08/08/2023,P027,T013,C0738,CH03,E000,MP01,2,434.98,293.5
V00263,2,08/08/2023,P046,T013,C0658,CH03,E000,MP01,1,81.7,47.83
V00263,3,08/08/2023,P040,T013,C0881,CH03,E000,MP01,4,269.09,112.39
V00264,1,20/09/2023,P027,T001,C0928,CH01,E059,MP02,3,11.59,9.42
V00264,2,20/09/2023,P076,T010,C0928,CH01,E017,MP02,3,291.31,211.36
V00264,3,20/09/2023,P048,T005,C0928,CH01,E012,MP02,9,519.18,227.72
V00265,1,31/03/2023,P115,T009,C0002,CH01,E004,MP01,5,76.64,32.48
V00265,2,31/03/2023,P082,T013,C0494,CH01,E046,MP01,9,396.43,206.88
V00265,3,31/03/2023,P053,T005,C0436,CH01,E032,MP01,4,450.76,265.39
V00265,4,31/03/2023,P027,T013,C0494,CH01,E079,MP01,9,311.9,220.16
V00266,1,05/04/2025,P062,T021,C0881,CH01,E012,MP01,2,336.71,147.07
V00266,2,05/04/2025,P061,T010,C0982,CH01,E072,MP02,9,259.3,142.79
V00266,3,05/04/2025,P076,T009,C0988,CH01,E066,MP01,4,619.37,289.05
V00267,1,11/11/2025,P027,T005,C0881,CH03,E000,MP02,10,282.56,141.79
V00268,1,24/08/2024,P019,T001,C0882,CH02,E000,MP02,1,445.85,216.07
V00268,2,24/08/2024,P012,T009,C0096,CH02,E000,MP02,10,262.54,121.71
V00269,1,04/11/2023,P123,T013,C0154,CH01,E059,MP03,7,254.79,153.23
V00269,2,04/11/2023,P076,T013,C0115,CH01,E066,MP03,5,32.96,24.35
V00270,1,31/08/2024,P117,T010,C0801,CH01,E012,MP02,1,560.95,264.32
V00270,2,31/08/2024,P046,T010,C0041,CH01,E065,MP02,7,532.95,237.87
V00271,1,20/05/2023,P053,T013,C0781,CH02,E000,MP02,6,580.64,276.24
V00271,2,20/05/2023,P106,T001,C0044,CH02,E000,MP02,4,281.4,117.93
V00272,1,20/02/2024,P002,T010,C0304,CH01,E015,MP02,1,423.48,221.17
V00272,2,20/02/2024,P115,T001,C0708,CH01,E079,MP02,10,404.98,234.82
V00273,1,03/04/2023,P078,T009,C0988,CH02,E000,MP02,9,366.86,146.86
V00273,2,03/04/2023,P046,T001,C0184,CH02,E000,MP02,3,536.02,234.8
V00274,1,29/05/2023,P046,T001,C0579,CH02,E000,MP01,5,149.83,68.59
V00275,1,16/11/2024,P027,T009,C0562,CH02,E000,MP02,8,108.39,68.27
V00276,1,24/01/2023,P126,T005,C0465,CH03,E000,MP03,3,316.21,141.62
V00276,2,24/01/2023,P011,T005,C0865,CH03,E000,MP03,9,30.32,17.62
V00276,3,24/01/2023,P106,T005,C0465,CH03,E000,MP03,4,560.08,287.1
V00277,1,02/02/2026,P053,T009,C0046,CH01,E054,MP02,5,71.89,40.73
V00278,1,13/01/2025,P002,T001,C0882,CH02,E000,MP01,8,479.98,280.91
V00278,2,13/01/2025,P105,T021,C0512,CH02,E000,MP01,5,306.4,159.14
V00278,3,13/01/2025,P053,T013,C0579,CH02,E000,MP01,8,261.43,204.46
V00279,1,21/11/2024,P046,T021,C0154,CH02,E000,MP03,6,72.29,30.71
V00279,2,21/11/2024,P004,T021,C0708,CH02,E000,MP03,3,360.69,189.75
V00280,1,01/04/2025,P123,T013,C0141,CH01,E077,MP03,6,139.07,78.84
V00280,2,01/04/2025,P103,T009,C0436,CH01,E000,MP03,1,319.97,224.36
V00280,3,01/04/2025,P046,T021,C0562,CH01,E012,MP03,7,678.5,295.66
V00281,1,31/03/2023,P046,T010,C0784,CH03,E000,MP01,4,80.85,37.54
V00282,1,20/09/2023,P082,T001,C0212,CH02,E000,MP03,9,160.19,64.81
V00282,2,20/09/2023,P083,T001,C0154,CH02,E000,MP03,2,184.55,75.7
V00282,3,20/09/2023,P123,T001,C0988,CH02,E000,MP03,10,396.06,204.51
V00282,4,20/09/2023,P059,T001,C0938,CH02,E000,MP03,4,129.97,101.46
V00283,1,01/04/2023,P062,T010,C0881,CH02,E000,MP01,6,669.96,290.19
V00283,2,01/04/2023,P002,T009,C0738,CH02,E000,MP01,7,259.79,164.12
V00284,1,02/01/2023,P038,T009,C0579,CH01,E007,MP01,7,469.66,203.23
V00284,2,02/01/2023,P027,T013,C0304,CH01,E072,MP03,9,281.87,126.1
V00285,1,10/02/2025,P054,T001,C0801,CH02,E000,MP03,6,57.12,44.61
V00285,2,10/02/2025,P040,T001,C0660,CH02,E000,MP03,6,419.85,236.74
V00285,3,10/02/2025,P007,T001,C0304,CH02,E000,MP03,2,580.25,245.91
V00286,1,24/10/2024,P054,T013,C0708,CH02,E000,MP01,3,130.94,94.42
V00287,1,28/06/2025,P007,T013,C0982,CH02,E000,MP03,7,418.57,178.26
V00287,2,28/06/2025,P061,T005,C0184,CH02,E000,MP03,5,279.71,139.39
V00287,3,28/06/2025,P054,T013,C0579,CH02,E000,MP03,4,69.81,30.63
V00287,4,28/06/2025,P115,T010,C0154,CH02,E000,MP03,5,290.08,234.0
V00288,1,04/02/2025,P059,T009,C0494,CH02,E000,MP03,3,139.16,56.44
V00288,2,04/02/2025,P115,T001,C0658,CH02,E000,MP03,3,250.75,197.95
V00288,3,04/02/2025,P105,T010,C0304,CH02,E000,MP03,8,549.94,244.47
V00289,1,31/05/2025,P027,T009,C0436,CH02,E000,MP01,5,68.11,31.42
V00289,2,31/05/2025,P115,T010,C0044,CH02,E000,MP01,3,343.13,217.91
V00289,3,31/05/2025,P046,T009,C0465,CH02,E000,MP01,1,663.67,281.7
V00289,4,31/05/2025,P011,T009,C0041,CH02,E000,MP01,1,16.23,13.16
V00290,1,01/05/2024,P011,T005,C0212,CH03,E000,MP02,1,150.29,91.82
V00290,2,01/05/2024,P100,T009,C0044,CH03,E000,MP02,10,364.65,241.68
V00291,1,22/11/2024,P100,T010,C0494,CH03,E000,MP03,10,211.24,170.06
V00291,2,22/11/2024,P143,T010,C0784,CH03,E000,MP03,2,20.25,12.82
V00291,3,22/11/2024,P117,T010,C0002,CH03,E000,MP03,10,237.8,192.41
V00291,4,22/11/2024,P012,T010,C0528,CH03,E000,MP03,10,77.47,36.16
V00292,1,03/02/2024,P053,T013,C0002,CH01,E004,MP03,2,45.1,18.67
V00292,2,03/02/2024,P078,T009,C0212,CH01,E004,MP03,2,144.99,71.23
V00293,1,16/09/2025,P019,T009,C0928,CH01,E015,MP01,5,351.01,211.57
V00294,1,01/03/2024,P128,T009,C0115,CH02,E000,MP02,7,149.96,117.22
V00294,2,01/03/2024,P040,T010,C0436,CH02,E000,MP02,10,429.28,202.43
V00295,1,18/09/2025,P117,T009,C0096,CH01,E046,MP03,9,117.72,87.94
V00296,1,30/09/2023,P062,T001,C0141,CH01,E012,MP01,7,354.45,174.09
V00296,2,30/09/2023,P038,T001,C0988,CH01,E032,MP01,7,80.93,38.69
V00296,3,30/09/2023,P002,T005,C0212,CH01,E007,MP02,1,41.26,25.68
V00296,4,30/09/2023,P004,T010,C0212,CH01,E060,MP03,9,49.24,24.51
V00297,1,24/10/2025,P053,T001,C0436,CH02,E000,MP03,6,159.28,104.28
V00297,2,24/10/2025,P076,T013,C0212,CH02,E000,MP03,6,726.47,294.87
V00297,3,24/10/2025,P078,T009,C0940,CH02,E000,MP03,6,203.22,148.68
V00297,4,24/10/2025,P019,T009,C0928,CH02,E000,MP03,2,154.71,109.09
V00298,1,05/07/2024,P053,T010,C0154,CH02,E000,MP03,7,359.76,169.09
V00298,2,05/07/2024,P019,T010,C0154,CH02,E000,MP03,3,473.02,217.51
V00298,3,05/07/2024,P019,T010,C0562,CH02,E000,MP03,7,50.05,29.43
V00299,1,06/10/2024,P117,T005,C0465,CH03,E000,MP01,4,129.85,105.17
V00299,2,06/10/2024,P046,T001,C0044,CH03,E000,MP01,9,122.95,55.63
V00300,1,04/11/2025,P053,T005,C0154,CH01,E017,MP01,9,120.47,70.57
V00301,1,18/11/2023,P076,T013,C0708,CH02,E000,MP01,1,252.82,179.05
V00302,1,01/12/2025,P126,T005,C0708,CH02,E000,MP03,8,471.72,199.54
V00303,1,02/06/2023,P078,T005,C0562,CH01,E004,MP03,9,96.4,46.92
V00303,2,02/06/2023,P027,T010,C0494,CH01,E065,MP03,5,352.85,153.68
V00303,3,02/06/2023,P103,T005,C0881,CH01,E070,MP03,10,692.83,284.6
V00303,4,02/06/2023,P115,T013,C0304,CH01,E016,MP03,5,341.96,177.97
V00304,1,09/02/2026,P076,T021,C0154,CH01,E072,MP01,8,271.69,122.84
V00305,1,14/08/2025,P106,T005,C0881,CH02,E000,MP03,7,120.1,90.23
V00305,2,14/08/2025,P078,T001,C0395,CH02,E000,MP03,7,189.68,143.18
V00305,3,14/08/2025,P115,T001,C0938,CH02,E000,MP03,2,470.72,291.05
V00306,1,19/05/2025,P106,T010,C0881,CH03,E000,MP01,5,487.27,201.86
V00306,2,19/05/2025,P012,T010,C0801,CH03,E000,MP01,10,72.25,29.64
V00307,1,06/01/2025,P126,T009,C0579,CH02,E000,MP03,3,119.28,50.29
V00307,2,06/01/2025,P011,T009,C0579,CH02,E000,MP02,7,15.14,9.0
V00308,1,27/09/2024,P002,T009,C0940,CH01,E072,MP02,1,202.7,86.33
V00308,2,27/09/2024,P103,T009,C0865,CH01,E004,MP02,10,607.81,285.62
V00308,3,27/09/2024,P011,T005,C0041,CH01,E012,MP02,1,364.15,148.1
V00309,1,12/12/2025,P082,T001,C0046,CH02,E000,MP02,4,316.51,193.65
V00309,2,12/12/2025,P054,T009,C0882,CH02,E000,MP02,1,327.24,134.89
V00309,3,12/12/2025,P128,T021,C0562,CH02,E000,MP02,2,243.25,165.72
V00310,1,24/11/2023,P126,T013,C0708,CH03,E000,MP01,2,189.44,106.88
V00311,1,23/11/2024,P053,T001,C0115,CH03,E000,MP02,2,315.41,238.16
V00311,2,23/11/2024,P040,T013,C0973,CH03,E000,MP02,8,314.29,157.35
V00311,3,23/11/2024,P040,T005,C0115,CH03,E000,MP02,3,29.43,13.24
V00312,1,09/03/2023,P126,T001,C0096,CH02,E000,MP03,6,185.83,154.68
V00312,2,09/03/2023,P115,T001,C0928,CH02,E000,MP01,5,113.96,52.88
V00312,3,09/03/2023,P011,T001,C0141,CH02,E000,MP03,6,83.71,38.7
V00312,4,09/03/2023,P059,T001,C0436,CH02,E000,MP03,6,110.26,48.85
V00313,1,25/12/2024,P038,T001,C0436,CH03,E000,MP01,7,272.11,196.57
V00313,2,25/12/2024,P123,T005,C0938,CH03,E000,MP01,4,450.69,230.61
V00314,1,19/07/2024,P061,T010,C0988,CH02,E000,MP03,9,406.21,165.83
V00315,1,08/10/2023,P076,T009,C0738,CH02,E000,MP02,6,508.72,255.94
V00316,1,05/01/2025,P076,T001,C0494,CH01,E070,MP02,9,38.65,23.87
V00316,2,05/01/2025,P061,T013,C0528,CH01,E015,MP02,10,22.13,9.58
V00316,3,05/01/2025,P007,T005,C0044,CH01,E007,MP02,2,641.28,293.62
V00317,1,15/01/2024,P082,T005,C0528,CH01,E066,MP01,4,179.74,135.42
V00317,2,15/01/2024,P062,T010,C0940,CH01,E054,MP01,6,226.86,92.03
V00318,1,31/12/2024,P123,T001,C0579,CH01,E032,MP01,4,265.44,134.91
V00318,2,31/12/2024,P062,T021,C0781,CH01,E032,MP01,4,482.68,211.12
V00318,3,31/12/2024,P004,T009,C0141,CH01,E032,MP02,7,539.73,227.33
V00318,4,31/12/2024,P100,T021,C0212,CH01,E032,MP01,3,375.05,221.59
V00319,1,07/03/2023,P105,T021,C0044,CH01,E016,MP02,8,407.48,222.78
V00319,2,07/03/2023,P048,T010,C0801,CH01,E066,MP02,10,310.7,247.53
V00320,1,31/10/2023,P061,T010,C0938,CH01,E079,MP02,4,648.5,289.96
V00321,1,30/05/2025,P103,T009,C0738,CH02,E000,MP03,2,359.93,235.22
V00321,2,30/05/2025,P046,T009,C0436,CH02,E000,MP03,8,520.38,298.35
V00321,3,30/05/2025,P123,T009,C0512,CH02,E000,MP03,7,219.52,91.61
V00322,1,21/01/2024,P105,T013,C0938,CH02,E000,MP01,10,665.88,299.41
V00322,2,21/01/2024,P126,T009,C0096,CH02,E000,MP01,7,349.17,143.37
V00322,3,21/01/2024,P115,T001,C0115,CH02,E000,MP01,2,85.32,37.73
V00322,4,21/01/2024,P123,T009,C0882,CH02,E000,MP01,5,448.43,273.58
V00323,1,19/08/2025,P002,T009,C0512,CH01,E015,MP01,9,262.29,128.8
V00323,2,19/08/2025,P082,T009,C0938,CH01,E015,MP01,3,207.21,123.11
V00323,3,19/08/2025,P083,T013,C0658,CH01,E015,MP01,9,532.76,245.07
V00323,4,19/08/2025,P076,T009,C0096,CH01,E015,MP01,10,559.69,299.7
V00324,1,15/10/2025,P019,T013,C0304,CH02,E000,MP03,8,269.26,141.06
V00324,2,15/10/2025,P027,T013,C0928,CH02,E000,MP03,7,567.3,296.61
V00324,3,15/10/2025,P106,T013,C0436,CH02,E000,MP03,9,368.6,287.78
V00324,4,15/10/2025,P059,T013,C0865,CH02,E000,MP03,9,100.92,43.38
V00325,1,27/03/2025,P016,T013,C0184,CH03,E000,MP02,10,48.84,39.69
V00325,2,27/03/2025,P038,T010,C0046,CH03,E000,MP02,10,260.83,150.73
V00326,1,27/04/2025,P062,T009,C0708,CH02,E000,MP03,10,81.05,63.2
V00326,2,27/04/2025,P106,T009,C0708,CH02,E000,MP03,4,259.27,192.48
V00327,1,02/11/2024,P126,T010,C0115,CH02,E000,MP02,5,30.27,18.55
V00328,1,03/03/2025,P100,T009,C0115,CH01,E064,MP01,1,412.66,282.85
V00328,2,03/03/2025,P117,T021,C0940,CH01,E032,MP01,7,187.13,145.57
V00329,1,14/10/2024,P143,T009,C0973,CH02,E000,MP03,2,376.94,270.61
V00329,2,14/10/2024,P002,T009,C0141,CH02,E000,MP03,10,145.57,72.49
V00329,3,14/10/2024,P103,T009,C0881,CH02,E000,MP03,1,180.37,101.79
V00329,4,14/10/2024,P106,T009,C0154,CH02,E000,MP03,4,544.73,225.32
V00330,1,11/06/2025,P123,T021,C0494,CH01,E007,MP03,10,439.36,185.22
V00330,2,11/06/2025,P059,T009,C0041,CH01,E007,MP03,8,534.34,272.02
V00330,3,11/06/2025,P061,T005,C0738,CH01,E007,MP03,2,555.86,279.69
V00330,4,11/06/2025,P040,T010,C0184,CH01,E007,MP03,1,80.48,41.85
V00331,1,07/02/2025,P059,T010,C0928,CH03,E000,MP01,4,106.98,68.61
V00331,2,07/02/2025,P054,T005,C0141,CH03,E000,MP01,2,312.3,206.9
V00331,3,07/02/2025,P078,T001,C0002,CH03,E000,MP01,4,55.5,39.55
V00331,4,07/02/2025,P100,T001,C0141,CH03,E000,MP01,10,355.83,250.18
V00332,1,25/06/2023,P083,T013,C0982,CH01,E077,MP02,2,492.12,242.42
V00332,2,25/06/2023,P115,T010,C0708,CH01,E017,MP02,2,444.26,204.21
V00333,1,03/12/2024,P103,T005,C0044,CH01,E059,MP02,9,48.9,29.37
V00333,2,03/12/2024,P012,T010,C0115,CH01,E032,MP02,3,348.85,245.89
V00333,3,03/12/2024,P078,T001,C0660,CH01,E000,MP02,3,82.38,67.22
V00333,4,03/12/2024,P027,T021,C0512,CH01,E000,MP02,6,477.46,237.68
V00334,1,16/02/2025,P011,T009,C0465,CH02,E000,MP01,6,581.08,276.64
V00334,2,16/02/2025,P061,T001,C0658,CH02,E000,MP01,8,371.25,282.26
V00334,3,16/02/2025,P061,T021,C0881,CH02,E000,MP01,10,379.58,180.97
V00335,1,17/04/2025,P027,T001,C0865,CH02,E000,MP01,5,516.52,224.29
V00335,2,17/04/2025,P128,T005,C0436,CH02,E000,MP01,3,458.11,285.68
V00335,3,17/04/2025,P053,T021,C0212,CH02,E000,MP01,1,348.02,168.03
V00336,1,02/02/2024,P054,T013,C0528,CH02,E000,MP02,1,445.38,206.41
V00336,2,02/02/2024,P106,T009,C0658,CH02,E000,MP02,2,193.53,106.97
V00336,3,02/02/2024,P011,T005,C0141,CH02,E000,MP02,3,45.43,24.81
V00336,4,02/02/2024,P076,T021,C0002,CH02,E000,MP02,8,14.75,7.74
V00337,1,25/04/2025,P105,T009,C0154,CH03,E000,MP01,4,178.35,91.64
V00338,1,01/03/2023,P100,T021,C0784,CH02,E000,MP02,6,199.65,88.06
V00338,2,01/03/2023,P123,T021,C0801,CH02,E000,MP02,10,163.24,84.75
V00339,1,15/12/2024,P143,T021,C0708,CH03,E000,MP03,2,140.55,89.32
V00339,2,15/12/2024,P078,T001,C0973,CH03,E000,MP03,5,557.94,297.16
V00340,1,08/05/2025,P123,T001,C0212,CH02,E000,MP01,1,532.06,222.5
V00340,2,08/05/2025,P078,T001,C0002,CH02,E000,MP01,10,493.11,207.22
V00341,1,26/12/2024,P061,T010,C0212,CH01,E004,MP01,4,661.97,287.17
V00341,2,26/12/2024,P143,T005,C0212,CH01,E083,MP01,3,27.78,13.49
V00341,3,26/12/2024,P076,T009,C0212,CH01,E007,MP01,6,174.28,91.87
V00341,4,26/12/2024,P143,T021,C0212,CH01,E066,MP01,2,340.42,224.32
V00342,1,12/08/2025,P078,T010,C0212,CH01,E077,MP02,10,492.52,267.03
V00343,1,12/09/2023,P061,T010,C0041,CH03,E000,MP03,8,588.31,281.37
V00343,2,12/09/2023,P083,T021,C0494,CH03,E000,MP03,8,357.92,176.73
V00343,3,12/09/2023,P106,T013,C0395,CH03,E000,MP03,7,277.97,147.45
V00344,1,28/05/2024,P054,T010,C0865,CH01,E015,MP01,2,43.29,21.61
V00344,2,28/05/2024,P115,T021,C0738,CH01,E015,MP01,10,195.37,79.76
V00345,1,03/07/2024,P004,T005,C0882,CH03,E000,MP01,2,365.46,212.65
V00345,2,03/07/2024,P048,T005,C0882,CH03,E000,MP01,8,235.25,175.63
V00345,3,03/07/2024,P062,T005,C0882,CH03,E000,MP01,2,18.24,13.82
V00346,1,30/10/2025,P115,T013,C0154,CH02,E000,MP01,6,340.54,216.56
V00347,1,21/08/2024,P016,T009,C0046,CH03,E000,MP01,3,355.93,284.88
V00347,2,21/08/2024,P117,T009,C0115,CH03,E000,MP01,9,384.06,163.18
V00348,1,25/06/2024,P019,T010,C0928,CH02,E000,MP03,10,472.02,212.89
V00348,2,25/06/2024,P048,T001,C0046,CH02,E000,MP01,4,131.59,101.92
V00349,1,08/05/2023,P103,T005,C0938,CH03,E000,MP01,4,124.87,101.33
V00349,2,08/05/2023,P002,T021,C0304,CH03,E000,MP01,10,330.95,159.8
V00349,3,08/05/2023,P012,T005,C0562,CH03,E000,MP01,1,90.49,42.6
V00350,1,25/10/2025,P100,T010,C0708,CH03,E000,MP01,5,17.69,12.88
V00351,1,21/05/2025,P016,T005,C0562,CH02,E000,MP01,9,434.16,209.68
V00351,2,21/05/2025,P048,T021,C0928,CH02,E000,MP03,2,100.38,40.9
V00351,3,21/05/2025,P117,T009,C0938,CH02,E000,MP02,3,210.11,137.16
V00352,1,31/07/2024,P019,T001,C0882,CH03,E000,MP01,2,549.3,281.62
V00352,2,31/07/2024,P126,T009,C0881,CH03,E000,MP01,9,161.96,112.13
V00353,1,04/01/2025,P007,T009,C0184,CH02,E000,MP03,6,457.6,194.86
V00353,2,04/01/2025,P061,T009,C0141,CH02,E000,MP02,6,388.0,239.12
V00354,1,16/02/2023,P007,T005,C0940,CH03,E000,MP02,10,147.5,89.13
V00355,1,16/08/2025,P076,T009,C0041,CH03,E000,MP03,1,238.8,119.24
V00355,2,16/08/2025,P117,T009,C0096,CH03,E000,MP03,4,127.72,54.95
V00356,1,14/10/2023,P053,T021,C0801,CH03,E000,MP02,7,428.35,267.0
V00356,2,14/10/2023,P019,T009,C0882,CH03,E000,MP02,7,284.53,117.86
V00356,3,14/10/2023,P115,T001,C0882,CH03,E000,MP02,8,524.42,297.19
V00356,4,14/10/2023,P083,T013,C0801,CH03,E000,MP02,8,370.94,286.99
V00357,1,15/05/2023,P076,T021,C0781,CH03,E000,MP01,1,334.86,199.5
V00357,2,15/05/2023,P123,T021,C0046,CH03,E000,MP02,6,116.76,72.33
V00358,1,17/11/2023,P046,T021,C0562,CH01,E054,MP03,2,523.02,294.65
V00358,2,17/11/2023,P082,T013,C0982,CH01,E083,MP03,1,573.3,251.22
V00359,1,04/07/2023,P007,T010,C0881,CH01,E017,MP03,5,148.31,104.37
V00359,2,04/07/2023,P103,T009,C0988,CH01,E032,MP03,9,43.03,26.3
V00359,3,04/07/2023,P062,T013,C0494,CH01,E046,MP03,4,443.18,182.85
V00359,4,04/07/2023,P106,T010,C0212,CH01,E004,MP03,8,63.63,31.68
V00360,1,15/07/2024,P100,T009,C0881,CH03,E000,MP02,4,618.73,267.62
V00360,2,15/07/2024,P128,T009,C0881,CH03,E000,MP02,1,453.94,238.15
V00360,3,15/07/2024,P004,T009,C0881,CH03,E000,MP02,3,142.69,116.17
V00361,1,08/04/2023,P007,T010,C0781,CH03,E000,MP01,5,241.61,160.41
V00361,2,08/04/2023,P076,T010,C0002,CH03,E000,MP01,2,285.33,232.6
V00361,3,08/04/2023,P061,T010,C0154,CH03,E000,MP01,7,392.9,183.26
V00362,1,13/08/2025,P076,T005,C0395,CH03,E000,MP02,7,151.02,77.87
V00362,2,13/08/2025,P011,T005,C0982,CH03,E000,MP02,7,61.71,30.92
V00362,3,13/08/2025,P115,T005,C0436,CH03,E000,MP02,2,137.57,78.76
V00363,1,26/08/2024,P002,T001,C0738,CH01,E059,MP01,4,264.94,131.73
V00363,2,26/08/2024,P054,T021,C0738,CH01,E059,MP01,8,380.73,198.6
V00363,3,26/08/2024,P100,T013,C0738,CH01,E065,MP01,2,125.24,64.96
V00363,4,26/08/2024,P123,T009,C0738,CH01,E070,MP01,8,232.71,97.28
V00364,1,16/06/2025,P076,T010,C0494,CH03,E000,MP01,4,505.75,234.74
V00364,2,16/06/2025,P082,T010,C0973,CH03,E000,MP01,4,527.59,240.85
V00364,3,16/06/2025,P106,T001,C0938,CH03,E000,MP01,9,487.37,273.53
V00364,4,16/06/2025,P011,T010,C0784,CH03,E000,MP01,2,91.16,41.38
V00365,1,19/12/2024,P143,T021,C0784,CH03,E000,MP03,9,199.36,140.47
V00365,2,19/12/2024,P054,T009,C0528,CH03,E000,MP03,1,109.99,79.39
V00365,3,19/12/2024,P019,T001,C0988,CH03,E000,MP03,2,65.88,53.31
V00366,1,23/03/2024,P106,T013,C0436,CH01,E060,MP01,2,52.88,29.53
V00367,1,26/08/2025,P105,T013,C0938,CH01,E054,MP01,2,345.48,252.59
V00367,2,26/08/2025,P027,T013,C0184,CH01,E012,MP01,1,204.39,161.82
V00368,1,09/08/2025,P083,T005,C0212,CH03,E000,MP03,10,22.07,15.42
V00368,2,09/08/2025,P012,T021,C0154,CH03,E000,MP03,8,610.8,260.55
V00368,3,09/08/2025,P117,T009,C0928,CH03,E000,MP03,4,702.8,299.0
V00368,4,09/08/2025,P126,T021,C0041,CH03,E000,MP03,5,422.62,276.44
V00369,1,13/08/2024,P143,T005,C0465,CH01,E083,MP02,7,186.57,83.63
V00369,2,13/08/2024,P100,T005,C0212,CH01,E032,MP02,4,281.74,207.96
V00369,3,13/08/2024,P117,T010,C0865,CH01,E046,MP02,10,685.36,285.59
V00370,1,28/03/2024,P059,T001,C0494,CH03,E000,MP02,1,227.44,170.85
V00370,2,28/03/2024,P016,T001,C0212,CH03,E000,MP02,9,390.97,263.74
V00371,1,27/01/2025,P016,T005,C0141,CH01,E077,MP02,2,255.36,129.3
V00371,2,27/01/2025,P012,T005,C0046,CH01,E060,MP03,2,188.23,149.47
V00371,3,27/01/2025,P100,T005,C0044,CH01,E066,MP02,4,229.24,160.32
V00371,4,27/01/2025,P046,T005,C0882,CH01,E079,MP03,5,257.26,119.74
V00372,1,01/01/2025,P128,T021,C0044,CH01,E015,MP02,2,252.22,141.88
V00373,1,04/10/2023,P082,T009,C0115,CH03,E000,MP03,7,22.6,15.33
V00373,2,04/10/2023,P011,T005,C0938,CH03,E000,MP03,1,195.41,162.53
V00374,1,07/02/2023,P105,T013,C0096,CH03,E000,MP01,9,315.32,173.92
V00374,2,07/02/2023,P040,T005,C0881,CH03,E000,MP01,7,22.36,11.65
V00375,1,29/03/2025,P002,T013,C0141,CH01,E046,MP03,2,30.52,24.8
V00375,2,29/03/2025,P126,T013,C0660,CH01,E072,MP03,9,97.28,71.29
V00375,3,29/03/2025,P054,T013,C0658,CH01,E083,MP03,1,573.98,234.62
V00375,4,29/03/2025,P053,T013,C0579,CH01,E032,MP03,4,32.69,19.92
V00376,1,16/08/2025,P048,T010,C0579,CH01,E070,MP01,4,71.63,56.76
V00376,2,16/08/2025,P117,T001,C0938,CH01,E054,MP01,10,310.87,137.62
V00377,1,27/11/2025,P054,T013,C0940,CH03,E000,MP02,8,446.62,197.86
V00377,2,27/11/2025,P100,T013,C0801,CH03,E000,MP02,3,56.93,45.8
V00377,3,27/11/2025,P103,T013,C0046,CH03,E000,MP03,10,459.45,288.79
V00378,1,05/09/2023,P054,T010,C0660,CH01,E072,MP03,4,492.77,260.44
V00379,1,21/01/2025,P078,T010,C0708,CH01,E059,MP02,4,322.95,236.56
V00380,1,02/10/2023,P083,T005,C0973,CH01,E015,MP03,6,260.64,212.18
V00381,1,08/10/2025,P117,T021,C0141,CH02,E000,MP01,7,520.52,221.57
V00381,2,08/10/2025,P078,T005,C0141,CH02,E000,MP01,6,61.21,30.98
V00381,3,08/10/2025,P016,T013,C0141,CH02,E000,MP01,6,255.04,174.04
V00381,4,08/10/2025,P046,T001,C0141,CH02,E000,MP01,7,422.12,240.45
V00382,1,14/10/2024,P002,T010,C0781,CH02,E000,MP02,2,231.23,100.59
